Distance_(mm),Gray_Value
29.8641,255.000
29.8882,255.000
29.9123,255.000
29.9364,255.000
29.9605,255.000
29.9846,254.972
30.0087,254.920
30.0328,254.791
30.0569,254.869
30.0810,254.836
30.1051,254.650
30.1292,254.565
30.1533,254.369
30.1774,254.045
30.2015,253.163
30.2256,251.997
30.2497,252.442
30.2739,253.177
30.2980,253.570
30.3221,254.035
30.3462,254.320
30.3703,254.445
30.3944,254.479
30.4185,254.228
30.4426,253.847
30.4667,253.550
30.4908,253.497
30.5149,253.101
30.5390,251.754
30.5631,248.913
30.5872,248.568
30.6113,249.292
30.6354,249.315
30.6595,248.524
30.6836,245.993
30.7077,245.359
30.7318,245.932
30.7559,245.975
30.7800,245.282
30.8041,244.421
30.8282,243.522
30.8523,241.686
30.8764,240.338
30.9005,240.757
30.9246,241.406
30.9487,241.187
30.9728,239.903
30.9970,239.357
31.0211,240.428
31.0452,240.759
31.0693,239.555
31.0934,237.298
31.1175,236.184
31.1416,237.375
31.1657,238.312
31.1898,238.072
31.2139,237.740
31.2380,238.017
31.2621,239.623
31.2862,240.187
31.3103,241.315
31.3344,241.184
31.3585,240.305
31.3826,239.440
31.4067,240.420
31.4308,241.776
31.4549,242.177
31.4790,242.232
31.5031,241.922
31.5272,241.913
31.5513,240.419
31.5754,238.155
31.5995,235.977
31.6236,235.535
31.6477,236.068
31.6718,238.695
31.6959,242.356
31.7201,244.341
31.7442,243.519
31.7683,240.788
31.7924,238.439
31.8165,237.674
31.8406,236.713
31.8647,237.258
31.8888,240.490
31.9129,242.822
31.9370,242.923
31.9611,242.538
31.9852,241.607
32.0093,239.599
32.0334,237.658
32.0575,237.389
32.0816,236.600
32.1057,236.697
32.1298,238.061
32.1539,240.538
32.1780,242.434
32.2021,242.824
32.2262,242.716
32.2503,241.751
32.2744,240.680
32.2985,239.821
32.3226,239.113
32.3467,239.051
32.3708,239.522
32.3949,240.695
32.4191,242.274
32.4432,243.915
32.4673,245.234
32.4914,244.756
32.5155,242.747
32.5396,240.678
32.5637,239.291
32.5878,238.346
32.6119,238.820
32.6360,238.995
32.6601,239.651
32.6842,240.362
32.7083,240.347
32.7324,239.838
32.7565,239.217
32.7806,238.793
32.8047,238.826
32.8288,239.780
32.8529,240.471
32.8770,240.160
32.9011,238.524
32.9252,238.718
32.9493,239.099
32.9734,239.194
32.9975,239.470
33.0216,239.247
33.0457,239.559
33.0698,240.312
33.0939,240.423
33.1180,240.175
33.1422,240.321
33.1663,240.644
33.1904,240.621
33.2145,240.685
33.2386,239.680
33.2627,239.730
33.2868,239.918
33.3109,240.398
33.3350,241.053
33.3591,240.641
33.3832,240.288
33.4073,239.681
33.4314,240.408
33.4555,240.729
33.4796,240.592
33.5037,240.511
33.5278,240.279
33.5519,239.840
33.5760,239.068
33.6001,237.886
33.6242,236.342
33.6483,234.792
33.6724,234.644
33.6965,236.057
33.7206,238.027
33.7447,239.403
33.7688,239.723
33.7929,239.022
33.8170,238.585
33.8412,237.431
33.8653,236.226
33.8894,234.798
33.9135,234.247
33.9376,233.983
33.9617,234.729
33.9858,236.045
34.0099,235.631
34.0340,235.059
34.0581,234.513
34.0822,234.104
34.1063,234.296
34.1304,234.714
34.1545,234.867
34.1786,235.448
34.2027,236.264
34.2268,236.798
34.2509,236.598
34.2750,236.165
34.2991,235.487
34.3232,234.798
34.3473,234.393
34.3714,232.600
34.3955,230.670
34.4196,230.593
34.4437,230.795
34.4678,231.183
34.4919,231.634
34.5160,231.275
34.5401,231.201
34.5643,230.962
34.5884,230.423
34.6125,229.147
34.6366,227.882
34.6607,228.783
34.6848,229.164
34.7089,228.720
34.7330,228.263
34.7571,227.453
34.7812,227.572
34.8053,228.427
34.8294,228.728
34.8535,228.532
34.8776,228.783
34.9017,229.499
34.9258,230.166
34.9499,230.338
34.9740,229.946
34.9981,228.925
35.0222,228.359
35.0463,228.185
35.0704,228.255
35.0945,229.507
35.1186,229.910
35.1427,229.376
35.1668,227.817
35.1909,227.747
35.2150,227.804
35.2391,227.939
35.2633,228.742
35.2874,230.183
35.3115,230.719
35.3356,229.317
35.3597,227.415
35.3838,225.310
35.4079,223.065
35.4320,223.121
35.4561,223.543
35.4802,223.510
35.5043,222.684
35.5284,221.893
35.5525,220.763
35.5766,220.178
35.6007,220.198
35.6248,219.900
35.6489,219.344
35.6730,218.856
35.6971,218.642
35.7212,219.246
35.7453,219.975
35.7694,220.471
35.7935,220.489
35.8176,219.715
35.8417,219.031
35.8658,218.688
35.8899,218.118
35.9140,217.795
35.9381,217.609
35.9622,218.061
35.9864,218.802
36.0105,220.217
36.0346,221.398
36.0587,222.554
36.0828,222.563
36.1069,222.326
36.1310,222.519
36.1551,222.288
36.1792,221.826
36.2033,220.535
36.2274,218.223
36.2515,217.042
36.2756,215.923
36.2997,215.449
36.3238,215.608
36.3479,214.716
36.3720,213.570
36.3961,212.416
36.4202,212.164
36.4443,212.602
36.4684,213.884
36.4925,214.170
36.5166,214.374
36.5407,214.061
36.5648,213.625
36.5889,213.630
36.6130,214.429
36.6371,214.931
36.6612,214.639
36.6854,213.533
36.7095,212.036
36.7336,212.098
36.7577,212.373
36.7818,212.316
36.8059,212.992
36.8300,213.288
36.8541,212.519
36.8782,212.558
36.9023,212.835
36.9264,213.008
36.9505,212.855
36.9746,212.412
36.9987,211.703
37.0228,211.609
37.0469,211.306
37.0710,210.660
37.0951,209.071
37.1192,207.574
37.1433,208.159
37.1674,208.179
37.1915,208.405
37.2156,208.510
37.2397,207.959
37.2638,207.521
37.2879,207.307
37.3120,207.833
37.3361,208.059
37.3602,207.985
37.3843,207.819
37.4085,207.504
37.4326,208.012
37.4567,208.717
37.4808,209.568
37.5049,210.428
37.5290,211.097
37.5531,210.711
37.5772,211.229
37.6013,212.511
37.6254,213.651
37.6495,214.353
37.6736,213.042
37.6977,211.343
37.7218,209.979
37.7459,208.913
37.7700,207.680
37.7941,206.428
37.8182,205.495
37.8423,205.571
37.8664,206.072
37.8905,206.173
37.9146,205.696
37.9387,204.424
37.9628,202.551
37.9869,201.268
38.0110,200.300
38.0351,199.514
38.0592,198.772
38.0833,198.342
38.1074,197.940
38.1316,197.335
38.1557,197.228
38.1798,197.168
38.2039,196.920
38.2280,196.725
38.2521,196.864
38.2762,196.994
38.3003,197.940
38.3244,199.173
38.3485,199.928
38.3726,199.725
38.3967,198.780
38.4208,198.196
38.4449,198.487
38.4690,198.720
38.4931,198.612
38.5172,198.681
38.5413,199.147
38.5654,198.490
38.5895,197.980
38.6136,197.502
38.6377,197.500
38.6618,197.347
38.6859,197.117
38.7100,196.899
38.7341,196.223
38.7582,195.586
38.7823,194.649
38.8064,193.604
38.8306,192.806
38.8547,192.137
38.8788,191.849
38.9029,191.852
38.9270,191.613
38.9511,191.468
38.9752,191.490
38.9993,191.397
39.0234,191.345
39.0475,191.686
39.0716,191.503
39.0957,191.290
39.1198,191.368
39.1439,191.431
39.1680,191.813
39.1921,192.180
39.2162,192.354
39.2403,192.340
39.2644,192.839
39.2885,193.342
39.3126,193.601
39.3367,193.599
39.3608,193.565
39.3849,193.496
39.4090,193.574
39.4331,194.081
39.4572,194.512
39.4813,194.187
39.5054,194.109
39.5295,193.634
39.5537,193.301
39.5778,193.061
39.6019,192.783
39.6260,192.447
39.6501,192.030
39.6742,191.180
39.6983,190.489
39.7224,189.641
39.7465,189.132
39.7706,188.986
39.7947,188.963
39.8188,189.106
39.8429,189.050
39.8670,189.151
39.8911,189.327
39.9152,189.324
39.9393,189.498
39.9634,189.729
39.9875,190.116
40.0116,190.688
40.0357,190.999
40.0598,190.660
40.0839,190.257
40.1080,189.279
40.1321,188.315
40.1562,187.794
40.1803,188.048
40.2044,188.699
40.2285,189.479
40.2527,190.049
40.2768,190.119
40.3009,189.995
40.3250,189.473
40.3491,189.021
40.3732,188.702
40.3973,188.275
40.4214,187.622
40.4455,187.292
40.4696,187.057
40.4937,187.097
40.5178,187.128
40.5419,187.102
40.5660,186.881
40.5901,186.623
40.6142,186.244
40.6383,186.045
40.6624,185.974
40.6865,186.058
40.7106,186.269
40.7347,186.353
40.7588,186.536
40.7829,186.570
40.8070,186.702
40.8311,186.569
40.8552,186.461
40.8793,186.314
40.9034,186.716
40.9275,187.157
40.9516,187.603
40.9758,187.883
40.9999,188.201
41.0240,188.690
41.0481,188.888
41.0722,189.040
41.0963,189.159
41.1204,189.123
41.1445,189.085
41.1686,188.711
41.1927,188.874
41.2168,189.211
41.2409,188.692
41.2650,188.050
41.2891,187.366
41.3132,186.499
41.3373,185.663
41.3614,185.191
41.3855,184.461
41.4096,183.431
41.4337,182.454
41.4578,181.643
41.4819,180.753
41.5060,179.924
41.5301,178.731
41.5542,177.868
41.5783,177.563
41.6024,177.028
41.6265,176.703
41.6506,176.365
41.6748,176.004
41.6989,175.591
41.7230,174.865
41.7471,174.644
41.7712,174.409
41.7953,174.158
41.8194,173.981
41.8435,173.649
41.8676,173.600
41.8917,173.866
41.9158,173.730
41.9399,173.319
41.9640,173.320
41.9881,173.357
42.0122,172.715
42.0363,172.020
42.0604,170.855
42.0845,169.757
42.1086,168.335
42.1327,166.865
42.1568,165.933
42.1809,164.881
42.2050,164.000
42.2291,162.480
42.2532,161.112
42.2773,159.883
42.3014,158.490
42.3255,157.756
42.3496,157.541
42.3737,157.311
42.3979,156.829
42.4220,156.560
42.4461,156.459
42.4702,156.496
42.4943,156.605
42.5184,156.646
42.5425,156.507
42.5666,156.317
42.5907,156.361
42.6148,156.888
42.6389,157.293
42.6630,157.538
42.6871,157.761
42.7112,157.903
42.7353,158.257
42.7594,158.418
42.7835,158.337
42.8076,158.038
42.8317,157.615
42.8558,157.378
42.8799,157.500
42.9040,157.419
42.9281,157.228
42.9522,156.840
42.9763,156.373
43.0004,156.083
43.0245,155.587
43.0486,155.395
43.0727,155.144
43.0969,154.870
43.1210,154.713
43.1451,154.585
43.1692,154.418
43.1933,154.132
43.2174,153.627
43.2415,153.242
43.2656,152.975
43.2897,152.969
43.3138,153.266
43.3379,153.615
43.3620,153.831
43.3861,153.989
43.4102,154.201
43.4343,154.345
43.4584,154.293
43.4825,154.271
43.5066,154.009
43.5307,153.724
43.5548,153.525
43.5789,153.578
43.6030,153.568
43.6271,153.234
43.6512,152.810
43.6753,152.359
43.6994,152.015
43.7235,151.449
43.7476,150.518
43.7717,149.528
43.7958,148.837
43.8200,148.404
43.8441,147.907
43.8682,147.699
43.8923,147.278
43.9164,146.359
43.9405,145.416
43.9646,144.825
43.9887,144.832
44.0128,145.106
44.0369,145.597
44.0610,146.035
44.0851,146.363
44.1092,146.084
44.1333,145.495
44.1574,144.823
44.1815,144.271
44.2056,143.585
44.2297,143.011
44.2538,142.627
44.2779,142.334
44.3020,142.081
44.3261,141.836
44.3502,141.731
44.3743,141.807
44.3984,141.749
44.4225,141.489
44.4466,141.060
44.4707,140.839
44.4948,140.512
44.5190,140.146
44.5431,139.921
44.5672,139.541
44.5913,139.348
44.6154,138.976
44.6395,138.731
44.6636,138.302
44.6877,138.167
44.7118,138.439
44.7359,139.071
44.7600,139.396
44.7841,139.292
44.8082,139.363
44.8323,139.174
44.8564,139.143
44.8805,139.286
44.9046,139.324
44.9287,139.536
44.9528,139.693
44.9769,139.569
45.0010,139.036
45.0251,138.565
45.0492,138.082
45.0733,137.835
45.0974,137.502
45.1215,137.361
45.1456,137.269
45.1697,136.860
45.1938,136.089
45.2179,135.931
45.2421,136.151
45.2662,135.937
45.2903,134.836
45.3144,133.958
45.3385,133.536
45.3626,133.201
45.3867,132.955
45.4108,132.669
45.4349,132.500
45.4590,131.966
45.4831,131.223
45.5072,130.174
45.5313,129.392
45.5554,128.937
45.5795,128.522
45.6036,128.220
45.6277,127.828
45.6518,127.368
45.6759,127.349
45.7000,127.527
45.7241,127.217
45.7482,127.003
45.7723,126.703
45.7964,126.639
45.8205,126.650
45.8446,126.915
45.8687,127.425
45.8928,127.607
45.9169,127.252
45.9411,127.054
45.9652,127.239
45.9893,127.187
46.0134,126.920
46.0375,126.480
46.0616,126.135
46.0857,125.667
46.1098,125.115
46.1339,124.808
46.1580,124.401
46.1821,123.868
46.2062,123.224
46.2303,122.679
46.2544,122.215
46.2785,122.183
46.3026,122.100
46.3267,121.974
46.3508,121.256
46.3749,120.283
46.3990,119.466
46.4231,119.217
46.4472,119.273
46.4713,119.531
46.4954,119.675
46.5195,119.588
46.5436,119.162
46.5677,118.418
46.5918,117.764
46.6159,117.004
46.6400,116.742
46.6642,116.975
46.6883,117.075
46.7124,116.996
46.7365,116.812
46.7606,116.618
46.7847,116.307
46.8088,116.139
46.8329,116.467
46.8570,116.447
46.8811,115.806
46.9052,115.294
46.9293,114.797
46.9534,114.449
46.9775,114.243
47.0016,114.064
47.0257,113.765
47.0498,113.447
47.0739,113.186
47.0980,112.697
47.1221,112.645
47.1462,112.631
47.1703,112.669
47.1944,112.906
47.2185,112.414
47.2426,112.256
47.2667,112.302
47.2908,112.551
47.3149,112.535
47.3390,111.964
47.3632,111.478
47.3873,110.669
47.4114,110.200
47.4355,110.116
47.4596,110.315
47.4837,110.490
47.5078,110.542
47.5319,110.339
47.5560,110.235
47.5801,110.077
47.6042,109.884
47.6283,109.936
47.6524,110.093
47.6765,110.246
47.7006,110.108
47.7247,109.888
47.7488,109.821
47.7729,109.898
47.7970,109.599
47.8211,109.381
47.8452,109.092
47.8693,109.049
47.8934,108.904
47.9175,109.236
47.9416,109.316
47.9657,109.224
47.9898,108.850
48.0139,108.426
48.0380,108.351
48.0621,108.774
48.0863,109.196
48.1104,109.056
48.1345,108.617
48.1586,107.857
48.1827,106.784
48.2068,106.232
48.2309,106.151
48.2550,106.317
48.2791,106.596
48.3032,106.498
48.3273,105.997
48.3514,105.735
48.3755,105.789
48.3996,105.942
48.4237,106.136
48.4478,106.296
48.4719,106.417
48.4960,106.176
48.5201,105.942
48.5442,105.926
48.5683,105.576
48.5924,104.863
48.6165,104.979
48.6406,105.394
48.6647,105.366
48.6888,104.852
48.7129,104.610
48.7370,104.421
48.7611,104.091
48.7852,103.723
48.8094,103.483
48.8335,103.107
48.8576,102.980
48.8817,102.915
48.9058,102.766
48.9299,102.283
48.9540,102.114
48.9781,102.127
49.0022,102.071
49.0263,101.818
49.0504,101.803
49.0745,101.923
49.0986,101.762
49.1227,101.738
49.1468,101.964
49.1709,101.967
49.1950,101.555
49.2191,101.144
49.2432,100.540
49.2673,99.822
49.2914,99.351
49.3155,99.243
49.3396,99.289
49.3637,99.344
49.3878,99.176
49.4119,98.714
49.4360,98.360
49.4601,98.358
49.4842,98.661
49.5084,98.885
49.5325,98.839
49.5566,98.494
49.5807,98.359
49.6048,98.293
49.6289,98.315
49.6530,98.191
49.6771,98.495
49.7012,98.819
49.7253,98.644
49.7494,98.217
49.7735,98.369
49.7976,98.749
49.8217,98.506
49.8458,98.063
49.8699,97.693
49.8940,97.531
49.9181,97.422
49.9422,97.639
49.9663,97.776
49.9904,97.895
50.0145,97.121
50.0386,96.394
50.0627,95.627
50.0868,95.126
50.1109,95.236
50.1350,95.444
50.1591,95.277
50.1832,94.834
50.2073,93.925
50.2315,92.913
50.2556,92.082
50.2797,92.042
50.3038,92.584
50.3279,92.426
50.3520,92.315
50.3761,92.395
50.4002,92.077
50.4243,91.714
50.4484,91.270
50.4725,90.750
50.4966,90.619
50.5207,90.615
50.5448,90.799
50.5689,90.862
50.5930,90.616
50.6171,90.456
50.6412,90.477
50.6653,90.684
50.6894,90.706
50.7135,90.794
50.7376,90.766
50.7617,90.442
50.7858,89.920
50.8099,89.480
50.8340,89.337
50.8581,88.975
50.8822,89.081
50.9063,89.333
50.9305,89.001
50.9546,88.437
50.9787,88.470
51.0028,88.333
51.0269,87.960
51.0510,87.917
51.0751,88.025
51.0992,88.139
51.1233,87.866
51.1474,87.877
51.1715,87.967
51.1956,87.952
51.2197,87.756
51.2438,87.766
51.2679,87.781
51.2920,87.883
51.3161,88.065
51.3402,87.930
51.3643,87.494
51.3884,87.295
51.4125,87.541
51.4366,87.939
51.4607,88.125
51.4848,88.106
51.5089,87.794
51.5330,87.336
51.5571,87.178
51.5812,87.260
51.6053,87.005
51.6294,87.050
51.6536,87.201
51.6777,87.203
51.7018,87.009
51.7259,86.802
51.7500,86.746
51.7741,86.710
51.7982,86.536
51.8223,86.337
51.8464,86.170
51.8705,86.264
51.8946,86.672
51.9187,86.716
51.9428,86.753
51.9669,86.563
51.9910,86.367
52.0151,86.444
52.0392,86.490
52.0633,86.397
52.0874,85.786
52.1115,85.416
52.1356,85.092
52.1597,84.498
52.1838,84.112
52.2079,84.158
52.2320,83.858
52.2561,83.423
52.2802,83.256
52.3043,83.374
52.3284,83.436
52.3526,83.268
52.3767,82.854
52.4008,82.358
52.4249,81.951
52.4490,82.169
52.4731,82.605
52.4972,82.044
52.5213,81.577
52.5454,81.141
52.5695,80.463
52.5936,80.025
52.6177,80.081
52.6418,80.086
52.6659,80.291
52.6900,80.355
52.7141,80.250
52.7382,80.057
52.7623,79.549
52.7864,79.171
52.8105,79.144
52.8346,79.141
52.8587,79.048
52.8828,78.855
52.9069,78.665
52.9310,78.365
52.9551,78.084
52.9792,77.963
53.0033,77.523
53.0274,77.044
53.0515,76.612
53.0757,76.435
53.0998,76.159
53.1239,75.564
53.1480,75.284
53.1721,75.041
53.1962,75.301
53.2203,76.001
53.2444,76.118
53.2685,75.678
53.2926,75.402
53.3167,75.411
53.3408,75.241
53.3649,75.688
53.3890,75.809
53.4131,75.325
53.4372,75.037
53.4613,74.551
53.4854,73.885
53.5095,73.874
53.5336,73.830
53.5577,73.576
53.5818,73.225
53.6059,73.080
53.6300,73.388
53.6541,73.688
53.6782,73.871
53.7023,73.698
53.7264,73.539
53.7505,73.283
53.7747,72.787
53.7988,72.495
53.8229,72.339
53.8470,72.233
53.8711,71.801
53.8952,71.352
53.9193,71.116
53.9434,71.087
53.9675,70.730
53.9916,70.623
54.0157,71.003
54.0398,70.781
54.0639,70.249
54.0880,70.050
54.1121,69.618
54.1362,68.877
54.1603,68.335
54.1844,68.264
54.2085,68.270
54.2326,68.225
54.2567,68.242
54.2808,67.976
54.3049,67.633
54.3290,67.500
54.3531,67.664
54.3772,67.487
54.4013,66.996
54.4254,66.935
54.4495,66.751
54.4736,66.320
54.4978,66.278
54.5219,66.649
54.5460,66.783
54.5701,66.744
54.5942,66.518
54.6183,66.496
54.6424,66.393
54.6665,66.152
54.6906,66.108
54.7147,66.151
54.7388,66.282
54.7629,66.141
54.7870,66.024
54.8111,65.996
54.8352,66.067
54.8593,66.106
54.8834,66.291
54.9075,66.429
54.9316,66.329
54.9557,66.187
54.9798,65.966
55.0039,65.871
55.0280,65.858
55.0521,66.181
55.0762,66.378
55.1003,66.639
55.1244,66.698
55.1485,66.362
55.1726,65.661
55.1968,65.323
55.2209,65.235
55.2450,65.225
55.2691,65.070
55.2932,64.948
55.3173,64.665
55.3414,64.621
55.3655,64.501
55.3896,64.519
55.4137,64.672
55.4378,64.744
55.4619,64.368
55.4860,63.671
55.5101,62.808
55.5342,62.116
55.5583,61.958
55.5824,61.839
55.6065,61.979
55.6306,62.184
55.6547,62.207
55.6788,62.133
55.7029,62.539
55.7270,62.947
55.7511,63.070
55.7752,63.061
55.7993,62.607
55.8234,62.654
55.8475,62.314
55.8716,61.853
55.8957,61.676
55.9199,61.849
55.9440,62.253
55.9681,62.098
55.9922,61.630
56.0163,61.269
56.0404,60.906
56.0645,60.592
56.0886,60.687
56.1127,61.100
56.1368,60.922
56.1609,60.400
56.1850,59.926
56.2091,59.836
56.2332,60.313
56.2573,60.656
56.2814,60.156
56.3055,59.721
56.3296,59.828
56.3537,59.551
56.3778,59.178
56.4019,59.123
56.4260,59.330
56.4501,59.177
56.4742,59.039
56.4983,58.823
56.5224,58.318
56.5465,57.961
56.5706,58.044
56.5947,58.105
56.6189,57.922
56.6430,57.864
56.6671,57.882
56.6912,57.819
56.7153,57.805
56.7394,57.693
56.7635,57.606
56.7876,57.725
56.8117,57.797
56.8358,57.683
56.8599,57.435
56.8840,57.307
56.9081,57.204
56.9322,57.304
56.9563,57.356
56.9804,57.596
57.0045,57.314
57.0286,56.793
57.0527,56.347
57.0768,56.141
57.1009,56.148
57.1250,56.190
57.1491,56.117
57.1732,56.038
57.1973,56.132
57.2214,56.199
57.2455,56.133
57.2696,56.129
57.2937,56.186
57.3178,56.319
57.3419,56.179
57.3661,55.818
57.3902,55.462
57.4143,55.349
57.4384,55.600
57.4625,55.638
57.4866,55.621
57.5107,55.221
57.5348,54.985
57.5589,54.964
57.5830,54.866
57.6071,55.016
57.6312,55.185
57.6553,55.193
57.6794,55.019
57.7035,54.703
57.7276,54.232
57.7517,54.340
57.7758,54.497
57.7999,54.707
57.8240,54.942
57.8481,54.817
57.8722,54.586
57.8963,54.309
57.9204,54.457
57.9445,54.552
57.9686,54.659
57.9927,54.653
58.0168,54.792
58.0410,54.932
58.0651,55.002
58.0892,54.923
58.1133,54.508
58.1374,54.442
58.1615,54.590
58.1856,54.391
58.2097,54.129
58.2338,54.079
58.2579,53.673
58.2820,53.197
58.3061,52.908
58.3302,52.605
58.3543,52.596
58.3784,52.425
58.4025,52.191
58.4266,51.846
58.4507,51.584
58.4748,51.329
58.4989,51.185
58.5230,51.068
58.5471,51.170
58.5712,51.334
58.5953,51.423
58.6194,51.222
58.6435,51.191
58.6676,51.134
58.6917,51.278
58.7158,51.269
58.7399,51.261
58.7640,51.043
58.7882,50.980
58.8123,50.999
58.8364,50.972
58.8605,50.919
58.8846,50.945
58.9087,50.935
58.9328,50.699
58.9569,50.620
58.9810,50.625
59.0051,50.694
59.0292,50.566
59.0533,50.189
59.0774,49.651
59.1015,49.344
59.1256,49.120
59.1497,49.013
59.1738,48.824
59.1979,48.537
59.2220,48.264
